id	datestamp	timestamp	username	tweet	replies_count	retweets_count	likes_count	url	country
1244855950130810880	2020-03-31	02:16:01	chinadaily	A Chinese envoy on Monday called for complete and immediate lifting of unilateral coercive measures against #Syria, noting that the sanctions will harm the vulnerable country's efforts to fight the COVID-19 pandemic.  https://bit.ly/3dEFXSN  #coronavirus #Covid_19 pic.twitter.com/c0rTV8nBSN	3	4	12	https://twitter.com/ChinaDaily/status/1244855950130810880	China
1244851932348305410	2020-03-31	02:00:03	chinadaily	Ericsson aims to play an active part in helping #China accelerate the roll out of #5G networks, a senior executive said.  https://bit.ly/2WTkgID  pic.twitter.com/DTnMJIqSvi	5	2	12	https://twitter.com/ChinaDaily/status/1244851932348305410	China
1244847897809575939	2020-03-31	01:44:01	chinadaily	Good news! #Wuhan said Monday that 61 hospitals designated for treating #COVID_19 patients have been reopened to the public after disinfection. pic.twitter.com/klvysyqPbz	5	14	61	https://twitter.com/ChinaDaily/status/1244847897809575939	China
1244844383414800386	2020-03-31	01:30:03	chinadaily	"#FightTogether ""One world, one fight!"" The @JackMa Foundation and Alibaba Foundation have donated another 800 ventilators, 3000 thousand protective suits, and masks to front line hospitals in European countries. #Covid_19 #coronavirus pic.twitter.com/wtpIHPaja9"	10	17	65	https://twitter.com/ChinaDaily/status/1244844383414800386	China
1244840617831583746	2020-03-31	01:15:05	chinadaily	#GlamorChina Enjoy the closeups of nature's delicate designs in Beihai Park, one of the famous imperial parks in Beijing, China. pic.twitter.com/PJiGT3EA83	7	7	48	https://twitter.com/ChinaDaily/status/1244840617831583746	China
1244839119533965312	2020-03-31	01:09:08	chinadaily	#Beijing and Central #China's #Hubei could arrange new schedule for #gaokao in accordance with local #Covid_19 control: Education Ministry	1	4	14	https://twitter.com/ChinaDaily/status/1244839119533965312	China
1244836831247470594	2020-03-31	01:00:03	chinadaily	#FightTogether A plane carrying millions of gloves, masks, gowns and other medical supplies touched down in New York from Shanghai on Monday. This is the first of 22 scheduled flights to help slow the spread of #Covid_19 in the #US. #coronavirus pic.twitter.com/RFI2IClH4U	26	44	110	https://twitter.com/ChinaDaily/status/1244836831247470594	China
1244833044177051654	2020-03-31	00:45:00	chinadaily	#China is considering more measures like liquidity injections and interest rate cuts to ease credit shortages and stimulate economic growth, analysts said. #economy	10	17	52	https://twitter.com/ChinaDaily/status/1244833044177051654	China
1244831920074059776	2020-03-31	00:40:32	chinadaily	#BREAKING China’s #gaokao, or national college entrance exam will be postponed to July 7 to 8. pic.twitter.com/P46q7QzpBu	10	22	63	https://twitter.com/ChinaDaily/status/1244831920074059776	China
1244830264699699200	2020-03-31	00:33:57	chinadaily	18 firefighters and one guide were killed in the forest fire in Sichuan province.  https://twitter.com/ChinaDaily/status/1244814439196422144 … pic.twitter.com/K5nFHLsUSS	17	19	49	https://twitter.com/ChinaDaily/status/1244830264699699200	China
1244829505677438978	2020-03-31	00:30:56	chinadaily	#Russia and the #US have suspended the inspections on each other's facilities enabled under a #nuclear disarmament treaty due to the #coronavirus pandemic. #Covid_19	0	5	16	https://twitter.com/ChinaDaily/status/1244829505677438978	China
1244829279113773057	2020-03-31	00:30:02	chinadaily	#FightTogether Chinese Americans and local operations of Chinese companies are making hard efforts to donate medical supplies to hospitals, police stations and local residents to ease shortage and help fight #Covid_19 in the US. #coronavirus pic.twitter.com/ObZAZOuKNM	7	5	28	https://twitter.com/ChinaDaily/status/1244829279113773057	China
1244827599613751296	2020-03-31	00:23:22	chinadaily	Tara Anne, manager of the K-pop band Girls' Generation's #TiffanyYoung has been diagnosed with #Covid_19, she announced the news on her #Gofundme campaign to help raise funds for medical and other expenses. #coronavirus #GirlsGeneration pic.twitter.com/4nnmDu2pH8	6	6	19	https://twitter.com/ChinaDaily/status/1244827599613751296	China
1244825494282854400	2020-03-31	00:15:00	chinadaily	Ford said on Monday it will produce 50,000 ventilators over the next 100 days at a plant in Michigan in cooperation with General Electric's healthcare unit. #Covid_19 #coronavirus	3	8	29	https://twitter.com/ChinaDaily/status/1244825494282854400	China
1244823984685723648	2020-03-31	00:09:00	chinadaily	The #PMI for #China's #manufacturing sector firmed up to 52 in March from 35.7 in February, the National Bureau of Statistics said. #economy pic.twitter.com/Twp0AbGd0o	1	0	16	https://twitter.com/ChinaDaily/status/1244823984685723648	China
1244821721636634625	2020-03-31	00:00:00	chinadaily	#China will scale up screening of asymptomatic patients of #COVID_19 and expand testing to close contacts of infected patients in an effort to prevent a possible domestic rebound of the outbreak, according to a decision made at a meeting chaired by Premier Li Keqiang.	8	13	32	https://twitter.com/ChinaDaily/status/1244821721636634625	China
1244820898474934274	2020-03-30	23:56:44	chinadaily	"The popular Korean entertainer #LeeSeungGi made a surprise appearance on #SBS's ""8 O' Clock News” as a one-day announcer on March 30, leading many fans to believe that this is linked to the SBS variety show ""Master in the House"". #SBS금토드라마 pic.twitter.com/07dVFCh1sB"	2	28	71	https://twitter.com/ChinaDaily/status/1244820898474934274	China
1244817944527265792	2020-03-30	23:45:00	chinadaily	Policies of governments around the world have been changing quickly to deal with the #Covid_19 pandemic. Responses of #China, member countries of the Association of Southeast Asian Nations, and others in Asia are noteworthy. #ASEAN	4	2	15	https://twitter.com/ChinaDaily/status/1244817944527265792	China
1244816618875547648	2020-03-30	23:39:44	chinadaily	#US President Donald Trump announced Monday that the United States has tested 1 million people in the country for the novel #coronavirus. #Covid_19 #testing pic.twitter.com/S01nWPcKnP	6	3	18	https://twitter.com/ChinaDaily/status/1244816618875547648	China
1244814439196422144	2020-03-30	23:31:04	chinadaily	18 firefighters were killed fighting a forest fire in Liangshan Yi autonomous prefecture, Sichuan province. pic.twitter.com/cZCs7kjOfr	15	10	35	https://twitter.com/ChinaDaily/status/1244814439196422144	China
1244814182408568832	2020-03-30	23:30:03	chinadaily	President Xi Jinping pledged to take measures to protect small and medium-sized companies from being seriously impacted by the novel #coronavirus pneumonia outbreak. #XiJinping #SMEs  https://bit.ly/2JsaW6E  pic.twitter.com/MLkB6YEHq2	2	11	30	https://twitter.com/ChinaDaily/status/1244814182408568832	China
1244810401591615489	2020-03-30	23:15:01	chinadaily	#China and #Cambodia on Monday held an anti-terrorist military exercise and concluded their annual Golden Dragon joint drill in the Cambodian province of Kampot. pic.twitter.com/7QpNSxOlvU	7	3	17	https://twitter.com/ChinaDaily/status/1244810401591615489	China
1244806623517798402	2020-03-30	23:00:01	chinadaily	#Opinion: The groundless charges made against #China represent the dangerous myopia of the hawks in the #US, whose ideological blinkers mean they are unable to see the bigger picture of a threat more real than that from China. #coronavirus #Covid_19  https://bit.ly/39rfpRF  pic.twitter.com/xlafb7XzvT	5	2	21	https://twitter.com/ChinaDaily/status/1244806623517798402	China
1244806621546434567	2020-03-30	23:00:00	chinadaily	Britain's Foreign Secretary Dominic Raab announced a partnership between the UK government and airlines to repatriate its citizens stranded abroad due to the novel #coronavirus pandemic. #Covid_19	5	7	10	https://twitter.com/ChinaDaily/status/1244806621546434567	China
1244806601032134656	2020-03-30	22:59:55	chinadaily	The US Navy Ship Comfort arrived in #NewYork City on Monday, bringing 1,000 hospital beds to help relieve the city's overwhelmed hospital system amid COVID-19 pandemic. #coronavirus #Covid_19 pic.twitter.com/yXqvMbyjle	6	9	22	https://twitter.com/ChinaDaily/status/1244806601032134656	China
1244805002100477952	2020-03-30	22:53:34	chinadaily	US President Donald Trump has said the federal government's current guidelines for social distancing would remain in place until at least April 30. #Covid_19 #coronavirus	3	8	20	https://twitter.com/ChinaDaily/status/1244805002100477952	China
1244803368024805376	2020-03-30	22:47:04	chinadaily	#Xiaotangshan Hospital, originally built to treat SARS patients in 2003, saw its first #Covid_19 patient discharged on Monday. As of the end of Sunday, the hospital had screened 2,002 people arriving in #Beijing from overseas, with 43 confirmed cases at the facility. #coronavirus pic.twitter.com/UvPbTa2TSU	7	12	34	https://twitter.com/ChinaDaily/status/1244803368024805376	China
1244799070616588290	2020-03-30	22:30:00	chinadaily	World economy #ChinaDailyCartoon #Covid_19 #coronavirus pic.twitter.com/sU5QTagixX	19	14	54	https://twitter.com/ChinaDaily/status/1244799070616588290	China
1244798335048769536	2020-03-30	22:27:04	chinadaily	Russian President Vladimir Putin and his US counterpart Donald Trump on Monday discussed closer collaboration in the fight against the novel #coronavirus disease during a phone talk, the Kremlin said.  https://bit.ly/2UMPcYy  #Covid_19 pic.twitter.com/RoeIzuuH3A	1	12	34	https://twitter.com/ChinaDaily/status/1244798335048769536	China
1244795314931822593	2020-03-30	22:15:04	chinadaily	#GlamorChina Many people gather near a bus terminal in Shanghai to view cherry blossom trees in full bloom. pic.twitter.com/sNRZRhWSXq	6	4	57	https://twitter.com/ChinaDaily/status/1244795314931822593	China
1244791538397229056	2020-03-30	22:00:04	chinadaily	#BackToWork Construction work at the #Hubei section of the Zhengzhou-Wanzhou high-speed #railway has been picking up in recent days with the #coronavirus infection rate under control in #China. pic.twitter.com/3B0ARw8A12	11	26	109	https://twitter.com/ChinaDaily/status/1244791538397229056	China
1244787757165056000	2020-03-30	21:45:03	chinadaily	🌷🌷🌷 Magnolia flowers in the Summer Palace, one of the imperial parks in Beijing, began to bloom last week. #spring pic.twitter.com/RczH3J9TLk	10	12	58	https://twitter.com/ChinaDaily/status/1244787757165056000	China
1244784010485612545	2020-03-30	21:30:09	chinadaily	🌸🌸🌸Ice cream in the shape of cherry blossoms has become a hit at Yuyuantan Park in Beijing. Eating these pretty-looking ice cream while admiring the cherry blossoms in full bloom is true enjoyment. #spring pic.twitter.com/hsWrraCoO9	16	23	110	https://twitter.com/ChinaDaily/status/1244784010485612545	China
1244783045397241856	2020-03-30	21:26:19	chinadaily	"#LATEST 48 new confirmed #Covid_19 cases reported on the Chinese mainland on Monday, all imported.

Also on Monday, one death reported in Hubei Province, and 44 new suspected cases, all imported ones, were reported on the mainland. #coronavirus pic.twitter.com/kxQ3epBM8M"	9	8	25	https://twitter.com/ChinaDaily/status/1244783045397241856	China
1244780458967064576	2020-03-30	21:16:02	chinadaily	#GlamorChina #Spring is a season of colors. Enjoy the beautiful view of colorful blooming #tulips across China. pic.twitter.com/mPA2W6ds1O	9	20	117	https://twitter.com/ChinaDaily/status/1244780458967064576	China
1244776687121784832	2020-03-30	21:01:03	chinadaily	Paw-to-paw combat! A live-action boxing scene between a male and female #hare was photographed in Cairngorms National Park, Scotland on March 23, 2020. 🐇🐇🐇 pic.twitter.com/hdDlEfKgCF	5	4	22	https://twitter.com/ChinaDaily/status/1244776687121784832	China
1244772672187142144	2020-03-30	20:45:06	chinadaily	With remarkable developments in the aviation field, many ordinary people are exploring endless possibilities with their self-made equipment. #ChinaStory pic.twitter.com/z8cM4xpt3h	8	72	188	https://twitter.com/ChinaDaily/status/1244772672187142144	China
1244770308139053056	2020-03-30	20:35:42	chinadaily	#LATEST There are 775,306 cases of the #coronavirus around the world and 37,904 deaths on Monday, according to Johns Hopkins University. #Covid_19 pic.twitter.com/3KSpLTiHy7	6	13	29	https://twitter.com/ChinaDaily/status/1244770308139053056	China
1244768871804010496	2020-03-30	20:30:00	chinadaily	#Opinion: We must realize that a possible global financial crisis may be devastating and cannot be analyzed by conventional frameworks. #Covid_19 #coronavirus	8	18	42	https://twitter.com/ChinaDaily/status/1244768871804010496	China
1244767990257598464	2020-03-30	20:26:30	chinadaily	The #US has reported more than 160,000 #Covid_19 cases, according to the latest tally from Johns Hopkins University. #coronavirus pic.twitter.com/AxknDTfZeA	2	18	42	https://twitter.com/ChinaDaily/status/1244767990257598464	China
1244765358524731392	2020-03-30	20:16:02	chinadaily	#GlamorChina Flowers are covered with #ice and #snow in Yichang city, Central China's Hubei province. pic.twitter.com/X3v3Uaa42f	1	7	30	https://twitter.com/ChinaDaily/status/1244765358524731392	China
1244761583940587520	2020-03-30	20:01:02	chinadaily	#Nintendo just released the latest entry in the #AnimalCrossing franchise this month. Within two days of its launch, New Horizons was already the bestselling physical game on Amazon this year. Chinese Gamers are now actively sharing screenshots of the game on social media. #ACNH pic.twitter.com/3qaNkdqJmW	3	5	16	https://twitter.com/ChinaDaily/status/1244761583940587520	China
1244757560852267008	2020-03-30	19:45:03	chinadaily	A stunning movie poster backdrop was just made up of cucumber and flour! #ChinaStory pic.twitter.com/CnFxuLNzVZ	2	55	140	https://twitter.com/ChinaDaily/status/1244757560852267008	China
1244753780131786756	2020-03-30	19:30:02	chinadaily	#SouthKorean President Moon Jae-in said on Monday that his government decided to provide each four-person household in the bottom 70-percent income group with 1 million won ($820) in its emergency disaster relief package over the #Covid_19 outbreak.  https://bit.ly/2QXtLmp  pic.twitter.com/ZugHWta2XH	0	15	31	https://twitter.com/ChinaDaily/status/1244753780131786756	China
1244749996706222082	2020-03-30	19:15:00	chinadaily	During WHO’s #COVID19 media briefing on Monday, Michael Ryan, who leads #WHO Health Emergencies Programme, said lockdowns and stringent measures taken in #Italy during the past two weeks should soon lead to a stabilization in the #pandemic outbreak. pic.twitter.com/WUvFLhdBvk	4	18	51	https://twitter.com/ChinaDaily/status/1244749996706222082	China
1244746232989224961	2020-03-30	19:00:02	chinadaily	"#GlamorChina This #spring, migratory birds have arrived at Ulungur Lake, known as ""the sea in the Gobi"", in Northwest China's #Xinjiang Uygur autonomous region. The area, now a national wetland park, has been a sanctuary for many water bird species. pic.twitter.com/YI2gqT2YyG"	5	5	22	https://twitter.com/ChinaDaily/status/1244746232989224961	China
1244742447105806339	2020-03-30	18:45:00	chinadaily	#UK Foreign Secretary Dominic Raab said #China and the UK are cooperating closely to handle the #COVID19 outbreak. pic.twitter.com/z0cPLaoOYl	5	16	41	https://twitter.com/ChinaDaily/status/1244742447105806339	China
1244738687163699200	2020-03-30	18:30:03	chinadaily	With the warm #spring comes the busy tea harvesting season! This vast yellow and green field in Jiangxi province presents a soothing scene. #GlamorChina pic.twitter.com/We4lZa85Tf	9	11	58	https://twitter.com/ChinaDaily/status/1244738687163699200	China
1244734897346019328	2020-03-30	18:15:00	chinadaily	#Opinion Although China has generally contained the novel #coronavirus outbreak within the country, the continuing detection of imported infections — 723 cases had been reported as of Monday — could have devastating consequences.	9	16	32	https://twitter.com/ChinaDaily/status/1244734897346019328	China
1244731379016822785	2020-03-30	18:01:01	chinadaily	"#China has rolled out tight restrictions on the production of electric vehicles, making it difficult for smaller players to obtain permits. #NewEnergyVehicle #AutoIndustry #business
 https://bit.ly/39uSjJO  pic.twitter.com/3kovxKaNWn"	4	9	13	https://twitter.com/ChinaDaily/status/1244731379016822785	China
1244727347720466441	2020-03-30	17:45:00	chinadaily	Since China's Hubei lifted outbound travel restrictions on cities excluding #Wuhan, many local migrant workers have begun seeking employment outside Hubei. This is a necessary step signaling life is returning to normal after being disrupted by the novel #coronavirus outbreak.	14	17	44	https://twitter.com/ChinaDaily/status/1244727347720466441	China
1244723593444909056	2020-03-30	17:30:05	chinadaily	Roads wear a deserted look in Dhaka, #Bangladesh as the country declared a 10-day shut down effective from March 26 to April 4 to battle the spread of #Covid_19. #coronavirus pic.twitter.com/ua1QmrXeT3	4	15	50	https://twitter.com/ChinaDaily/status/1244723593444909056	China
1244719797788479488	2020-03-30	17:15:00	chinadaily	Two Chinese foundations, the Jack Ma Foundation and the Alibaba Foundation, have donated medical supplies to #Myanmar to help combat #COVID19 in the country.	7	24	74	https://twitter.com/ChinaDaily/status/1244719797788479488	China
